tarehe_ya_data,month,season,begin_time,end_time,hours,lon,lat,region,district,kijiji,mwalo_bandari_diko,sehemu_aliyovua_locality,idadi_ya_wavuvi_chomboni,aina_ya_mtego,aina_ya_samaki,Groups,local_name,uzito,idadi,cpue,cpue.check
04/09/2020,9,SE,2020-09-04T07:08:00Z,2020-09-04T13:30:00Z,6.37,40.14891,-10.25501,Mtwara,Mtwara Urban,Kiyanga,Uyavi,Mwani wa chini,24,RN,Decapterus kurroides,Mackerel,Msumari ( ngula-ngula),500,NA,78.49293564,78.49293564
05/09/2020,9,SE,2020-09-05T01:15:00Z,2020-09-05T07:30:00Z,6.25,39.34877,-4.82581,Tanga,Mkinga,Zingibari,Petukiza,Koleo,36,RN,Caranx tille,Caranx,Kolekole,50,5,8,8
05/09/2020,9,SE,2020-09-05T01:15:00Z,2020-09-05T07:30:00Z,6.25,39.34877,-4.82581,Tanga,Mkinga,Zingibari,Petukiza,Koleo,36,RN,Caranx tille,Caranx,Kolekole,50,5,8,8
05/09/2020,9,SE,2020-09-05T01:15:00Z,2020-09-05T07:30:00Z,6.25,39.34877,-4.82581,Tanga,Mkinga,Zingibari,Petukiza,Koleo,36,RN,Caranx tille,Caranx,Kolekole,50,5,8,8
05/09/2020,9,SE,2020-09-05T07:28:00Z,2020-09-05T13:32:00Z,6.07,40.3466,-10.34377,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,CHUMBU,27,RN,Dagaa,Anchovy,Dagaa mchele,120,6,19.7693575,19.7693575
05/09/2020,9,SE,2020-09-05T07:43:00Z,2020-09-05T14:10:00Z,6.45,40.14317,-10.24227,Mtwara,Mtwara Urban,Kiyanga,Uyavi,Mwani wa juu,24,RN,Selar crumenophthalmus,Caranx,Kibua mkondo,123,200,19.06976744,19.06976744
07/09/2020,9,SE,2020-09-07T01:00:00Z,2020-09-07T07:30:00Z,6.5,39.34877,-4.82381,Tanga,Mkinga,Zingibari,Petukiza,Bunju,29,RN,Caranx tille,Caranx,Kolekole,190,19,29.23076923,29.23076923
07/09/2020,9,SE,2020-09-07T01:00:00Z,2020-09-07T06:30:00Z,5.5,39.34877,-4.82381,Tanga,Mkinga,Zingibari,Petukiza,Koleo,36,RN,Selar crumenophthalmus,Caranx,Kibua mkondo,50,5,9.090909091,9.090909091
07/09/2020,9,SE,2020-09-07T01:30:00Z,2020-09-07T07:00:00Z,5.5,39.21826,-4.7881,Tanga,Mkinga,Zingibari,Petukiza,Kitungamwe,15,RN,Euthynnus affinis,Tuna,Sehewa kawakawa(kirungu mpweke),20,2,3.636363636,3.636363636
07/09/2020,9,SE,2020-09-07T03:00:00Z,2020-09-07T05:00:00Z,2,39.20682,-4.79061,Tanga,Mkinga,Zingibari,Petukiza,Mwezi,16,RN,Acanthurus spp,Reef,Puju,80,8,40,40
07/09/2020,9,SE,2020-09-07T06:00:00Z,2020-09-07T10:00:00Z,4,39.34877,-4.82381,Tanga,Mkinga,Zingibari,Petukiza,Koleo,36,RN,Selar crumenophthalmus,Caranx,Kibua mkondo,30,3,7.5,7.5
07/09/2020,9,SE,2020-09-07T06:00:00Z,2020-09-07T12:50:00Z,6.83,39.22101,-4.87309,Tanga,Mkinga,Zingibari,Petukiza,Bunju,17,RN,Sphyraena obtusata,Dermesal,Msusa,5,8,0.732064422,0.732064422
07/09/2020,9,SE,2020-09-07T06:30:00Z,2020-09-07T12:00:00Z,5.5,39.34877,-4.82381,Tanga,Mkinga,Zingibari,Petukiza,Koleo,35,RN,Selar crumenophthalmus,Caranx,Kibua mkondo,10,1,1.818181818,1.818181818
07/09/2020,9,SE,2020-09-07T06:30:00Z,2020-09-07T12:00:00Z,5.5,39.34877,-4.82381,Tanga,Mkinga,Zingibari,Petukiza,Koleo,39,RN,Selar crumenophthalmus,Caranx,Kibua mkondo,60,6,10.90909091,10.90909091
07/09/2020,9,SE,2020-09-07T07:00:00Z,2020-09-07T11:00:00Z,4,39.23886,-4.79393,Tanga,Mkinga,Zingibari,Petukiza,Kishangani,20,RN,Dagaa,Anchovy,Dagaa mchele,20,1,5,5
07/09/2020,9,SE,2020-09-07T07:43:00Z,2020-09-07T13:16:00Z,5.55,40.3466,-10.34377,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,CHUMBU,26,RN,Dagaa,Anchovy,Dagaa mchele,40,2,7.207207207,7.207207207
07/09/2020,9,SE,2020-09-07T08:00:00Z,2020-09-07T11:00:00Z,3,39.2805,-4.8037,Tanga,Mkinga,Zingibari,Petukiza,Magogoni,21,RN,Dussumieria acuta,Anchovy,Dagaa sime ( simu),20,1,6.666666667,6.666666667
07/09/2020,9,SE,2020-09-07T19:30:00Z,2020-09-08T04:17:00Z,8.78,39.23239,-4.800882,Tanga,Mkinga,Zingibari,Petukiza,Kazi,13,RN,Dagaa,Anchovy,Dagaa mchele,20,1,2.277904328,2.277904328
07/09/2020,9,SE,2020-09-07T22:00:00Z,2020-09-08T02:00:00Z,4,40.32533,-10.38083,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KIWALE,9,RN,Dussumieria acuta,Anchovy,Dagaa sime ( simu),80,4,20,20
08/09/2020,9,SE,2020-09-08T07:16:00Z,2020-09-08T13:28:00Z,6.2,40.34858,-10.2839,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KIPWA,19,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
08/09/2020,9,SE,2020-09-08T19:00:00Z,2020-09-09T05:00:00Z,10,39.15594,-5.0937,Tanga,Tanga City,Sahare,Kasera,Jambe,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,NA,NA,NA,NA
09/09/2020,9,SE,2020-09-09T06:30:00Z,2020-09-09T13:10:00Z,6.67,40.15954,-10.24631,Mtwara,Mtwara Urban,Shangani East,Feri,Veta,22,RN,Euthynnus affinis,Tuna,Sehewa kawakawa(kirungu mpweke),NA,NA,NA,NA
09/09/2020,9,SE,2020-09-09T18:30:00Z,2020-09-10T06:00:00Z,11.5,39.15959,-5.08821,Tanga,Tanga City,Sahare,Kasera,Jambe,11,RN,Stolephorus commersonii,Anchovy,Uono mafuta,80,4,6.956521739,6.956521739
09/09/2020,9,SE,2020-09-09T22:00:00Z,2020-09-10T02:00:00Z,4,40.32942,-10.35956,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,CHUMBU,9,RN,Dagaa,Anchovy,Dagaa mchele,60,3,15,15
10/09/2020,9,SE,2020-09-10T00:50:00Z,2020-09-10T05:30:00Z,4.67,39.42101,-8.6579,Lindi,Kilwa,Magengeni,Magengeni,Jewe,14,RN,Dagaa,Anchovy,Dagaa mchele,20,1,4.282655246,4.282655246
10/09/2020,9,SE,2020-09-10T07:51:00Z,2020-09-10T12:21:00Z,4.5,40.3119,-10.26792,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,"NAMISENDE",22,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
10/09/2020,9,SE,2020-09-10T18:30:00Z,2020-09-11T05:00:00Z,10.5,39.15823,-5.09147,Tanga,Tanga City,Sahare,Kasera,Jambe,10,RN,Stolephorus commersonii,Anchovy,Uono mafuta,NA,NA,NA,NA
10/09/2020,9,SE,2020-09-10T20:55:00Z,2020-09-11T03:05:00Z,6.17,39.43421,-8.63938,Lindi,Kilwa,Magengeni,Magengeni,Jewe,15,RN,Dagaa,Anchovy,Dagaa mchele,500,5,81.03727715,81.03727715
11/09/2020,9,SE,2020-09-11T00:00:00Z,2020-09-11T02:00:00Z,2,40.33119,-10.33923,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MPETAMA,9,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
11/09/2020,9,SE,2020-09-11T00:00:00Z,2020-09-11T02:00:00Z,2,40.33119,-10.33923,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MPETAMA,9,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
11/09/2020,9,SE,2020-09-11T00:00:00Z,2020-09-11T04:11:00Z,4.18,39.42968,-8.64458,Lindi,Kilwa,Magengeni,Magengeni,Jewe,15,RN,Dagaa,Anchovy,Dagaa mchele,7220,19,1727.272727,1727.272727
11/09/2020,9,SE,2020-09-11T00:53:00Z,2020-09-11T05:40:00Z,4.78,39.43293,-8.60571,Lindi,Kilwa,Magengeni,Magengeni,Jewe,14,RN,Dagaa,Anchovy,Dagaa mchele,180,3,37.65690377,37.65690377
11/09/2020,9,SE,2020-09-11T18:30:00Z,2020-09-12T00:46:00Z,6.27,39.24338,-4.79894,Tanga,Mkinga,Zingibari,Petukiza,Kishangani,40,RN,Dagaa,Anchovy,Dagaa mchele,1,1,0.159489633,0.159489633
11/09/2020,9,SE,2020-09-11T18:30:00Z,2020-09-12T05:00:00Z,10.5,39.15822,-5.09147,Tanga,Tanga City,Sahare,Kasera,Jambe,10,RN,Stolephorus commersonii,Anchovy,Uono mafuta,NA,NA,NA,NA
11/09/2020,9,SE,2020-09-11T22:00:00Z,2020-09-12T02:00:00Z,4,39.43421,-8.63938,Lindi,Kilwa,Magengeni,Magengeni,Jewe,15,RN,Dagaa,Anchovy,Dagaa mchele,845,6.5,211.25,211.25
12/09/2020,9,SE,2020-09-12T00:55:00Z,2020-09-12T05:30:00Z,4.58,39.43721,-8.69007,Lindi,Kilwa,Magengeni,Magengeni,Amana,13,RN,Dagaa,Anchovy,Dagaa mchele,320,4,69.86899563,69.86899563
12/09/2020,9,SE,2020-09-12T03:45:00Z,2020-09-12T08:45:00Z,5,39.43421,-8.63938,Lindi,Kilwa,Magengeni,Magengeni,Jewe,13,RN,Dagaa,Anchovy,Dagaa mchele,2000,10,400,400
12/09/2020,9,SE,2020-09-12T07:34:00Z,2020-09-12T12:21:00Z,4.78,40.3485,-10.2839,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KIPWA,26,RN,Dagaa,Anchovy,Dagaa mchele,120,6,25.10460251,25.10460251
12/09/2020,9,SE,2020-09-12T20:45:00Z,2020-09-13T04:58:00Z,8.22,39.74998,-9.97658,Lindi,Lindi,Benki,Beach,Yato,17,RN,Dagaa,Anchovy,Dagaa mchele,250,25,30.4136253,30.4136253
13/09/2020,9,SE,2020-09-13T07:52:00Z,2020-09-13T11:24:00Z,3.53,40.3485,-10.2839,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KIPWA,26,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
13/09/2020,9,SE,2020-09-13T08:00:00Z,2020-09-13T11:00:00Z,3,39.28193,-4.81076,Tanga,Mkinga,Zingibari,Petukiza,Kishangani,20,RN,Dagaa,Anchovy,Dagaa mchele,600,3,200,200
13/09/2020,9,SE,2020-09-13T18:30:00Z,2020-09-13T23:00:00Z,4.5,39.51863,-4.98547,Pemba,Wete,Fundo,Fundo,Fundo,5,SK,Katsuwonus pelamis,Tuna,Sehewa miraba,60,20,13.33333333,13.33333333
13/09/2020,9,SE,2020-09-13T18:30:00Z,2020-09-13T23:00:00Z,4.5,39.51863,-4.98547,Pemba,Wete,Fundo,Fundo,Fundo,5,SK,Thunnus albacares,Tuna,Yellow fin  ( mapezi njano),7,1,1.555555556,1.555555556
13/09/2020,9,SE,2020-09-13T19:00:00Z,2020-09-14T05:00:00Z,10,39.14559,-5.02912,Tanga,Tanga City,Sahare,Kasera,Jambe,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,100,5,10,10
13/09/2020,9,SE,2020-09-13T20:50:00Z,2020-09-14T05:15:00Z,8.42,39.71199,-9.03087,Lindi,Lindi,Benki,Beach,Yato,16,RN,Dagaa,Anchovy,Dagaa mchele,300,30,35.62945368,35.62945368
13/09/2020,9,SE,2020-09-13T23:00:00Z,2020-09-14T04:05:00Z,5.08,39.42968,-8.64458,Lindi,Kilwa,Magengeni,Magengeni,Jewe,15,RN,Dagaa,Anchovy,Dagaa mchele,6480,18,1275.590551,1275.590551
14/09/2020,9,SE,2020-09-14T00:54:00Z,2020-09-14T05:20:00Z,4.43,39.44899,-8.59145,Lindi,Kilwa,Magengeni,Magengeni,Chapachapa,13,RN,Dagaa,Anchovy,Dagaa mchele,72000,60,16252.82167,16252.82167
14/09/2020,9,SE,2020-09-14T06:20:00Z,2020-09-14T12:46:00Z,6.43,40.145,-10.247,Mtwara,Mtwara Urban,Kiyanga,Uyavi,Mwantuona,20,RN,Hemiramphus spp,Others,Chuchunge,150,NA,23.3281493,23.3281493
14/09/2020,9,SE,2020-09-14T06:20:00Z,2020-09-14T12:46:00Z,6.43,40.145,-10.247,Mtwara,Mtwara Urban,Kiyanga,Uyavi,Mwantuona,20,RN,Auxis rochei,Tuna,Sehewa damdam mwembamba,87,60,13.53032659,13.53032659
14/09/2020,9,SE,2020-09-14T08:00:00Z,2020-09-14T11:00:00Z,3,39.24338,-4.79894,Tanga,Mkinga,Zingibari,Petukiza,Kishangani,20,RN,Dagaa,Anchovy,Dagaa mchele,220,11,73.33333333,73.33333333
14/09/2020,9,SE,2020-09-14T08:04:00Z,2020-09-14T10:45:00Z,2.68,40.39243,-10.27424,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,RASI YA MOA,22,RN,Sphyraena barracuda,Dermesal,Mzia,50,5,18.65671642,18.65671642
14/09/2020,9,SE,2020-09-14T18:30:00Z,2020-09-15T05:00:00Z,10.5,39.15548,-5.03918,Tanga,Tanga City,Sahare,Kasera,Jambe Msesereko,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,40,2,3.80952381,3.80952381
15/09/2020,9,SE,2020-09-15T00:00:00Z,2020-09-15T05:20:00Z,5.33,39.42968,-8.64458,Lindi,Kilwa,Magengeni,Magengeni,Jewe,14,RN,Sardine,Sardines,Dagaa,NA,NA,NA,NA
15/09/2020,9,SE,2020-09-15T00:50:00Z,2020-09-15T05:00:00Z,4.17,39.44896,-8.59116,Lindi,Kilwa,Magengeni,Magengeni,Chapachapa,14,RN,Dagaa,Anchovy,Dagaa mchele,20480,32,4911.270983,4911.270983
15/09/2020,9,SE,2020-09-15T06:30:00Z,2020-09-15T11:00:00Z,4.5,39.2463,-4.77432,Tanga,Mkinga,Zingibari,Petukiza,Becha,23,RN,Dagaa,Anchovy,Dagaa mchele,400,4,88.88888889,88.88888889
15/09/2020,9,SE,2020-09-15T07:52:00Z,2020-09-15T12:14:00Z,4.37,40.40156,-10.28732,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MPETAMA,21,RN,Sphyraena barracuda,Dermesal,Mzia,120,12,27.45995423,27.45995423
15/09/2020,9,SE,2020-09-15T18:00:00Z,2020-09-15T23:00:00Z,5,39.46465,-5.1338,Pemba,Wete,Fundo,Fundo,Fundo,5,SK,Katsuwonus pelamis,Tuna,Sehewa miraba,30,10,6,6
15/09/2020,9,SE,2020-09-15T18:00:00Z,2020-09-15T23:00:00Z,5,39.46465,-5.1338,Pemba,Wete,Fundo,Fundo,Fundo,5,SK,Papa,Dermesal,Papa,30,1,6,6
15/09/2020,9,SE,2020-09-15T18:30:00Z,2020-09-15T23:00:00Z,4.5,39.5275,-5.11562,Pemba,Wete,Fundo,Fundo,FUNDO,5,SK,Katsuwonus pelamis,Tuna,Sehewa miraba,45,15,10,10
16/09/2020,9,SE,2020-09-16T06:52:00Z,2020-09-16T12:20:00Z,5.47,39.157558,-4.78451,Tanga,Mkinga,Zingibari,Petukiza,Kishangani,24,RN,Stolephorus punctifer,Anchovy,Uono nyama ( dagaa nyama),300,3,54.84460695,54.84460695
16/09/2020,9,SE,2020-09-16T07:52:00Z,2020-09-16T11:23:00Z,3.52,40.38447,-10.34856,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MCHATA,24,RN,Dagaa,Anchovy,Dagaa mchele,60,3,17.04545455,17.04545455
16/09/2020,9,SE,2020-09-16T19:00:00Z,2020-09-17T05:00:00Z,10,39.15237,-5.09599,Tanga,Tanga City,Sahare,Kasera,Jambe,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,200,10,20,20
17/09/2020,9,SE,2020-09-17T03:15:00Z,2020-09-17T05:10:00Z,1.92,39.74517,-9.97893,Lindi,Lindi,Benki,Beach,Mwitingi,16,RN,Dagaa,Anchovy,Dagaa mchele,200,20,104.1666667,104.1666667
17/09/2020,9,SE,2020-09-17T07:00:00Z,2020-09-17T11:00:00Z,4,39.24338,-4.79894,Tanga,Mkinga,Zingibari,Petukiza,Kishangani,19,RN,Dagaa,Anchovy,Dagaa mchele,500,25,125,125
17/09/2020,9,SE,2020-09-17T07:43:00Z,2020-09-17T11:38:00Z,3.92,40.37124,-10.32605,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,CHUMBU YA TENGA,21,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
17/09/2020,9,SE,2020-09-17T08:00:00Z,2020-09-17T11:30:00Z,3.5,39.24338,-4.79894,Tanga,Mkinga,Zingibari,Petukiza,Gomani,20,RN,Dagaa,Anchovy,Dagaa mchele,600,30,171.4285714,171.4285714
17/09/2020,9,SE,2020-09-17T19:00:00Z,2020-09-18T00:30:00Z,5.5,39.5275,-4.98547,Pemba,Wete,Fundo,Fundo,Fundo,5,SK,Katsuwonus pelamis,Tuna,Sehewa miraba,60,20,10.90909091,10.90909091
17/09/2020,9,SE,2020-09-17T19:00:00Z,2020-09-18T00:30:00Z,5.5,39.5275,-4.98547,Pemba,Wete,Fundo,Fundo,Fundo,5,SK,Thunnus albacares,Tuna,Yellow fin  ( mapezi njano),14,2,2.545454545,2.545454545
17/09/2020,9,SE,2020-09-17T19:00:00Z,2020-09-18T05:30:00Z,10.5,39.15159,-5.09563,Tanga,Tanga City,Sahare,Kasera,Jambe,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,20,1,1.904761905,1.904761905
17/09/2020,9,SE,2020-09-17T21:00:00Z,2020-09-18T03:00:00Z,6,39.23295,-4.79352,Tanga,Mkinga,Zingibari,Petukiza,Kobelo,23,RN,Dagaa,Anchovy,Dagaa mchele,500,5,83.33333333,83.33333333
18/09/2020,9,SE,2020-09-18T00:00:00Z,2020-09-18T15:00:00Z,15,39.42495,-8.65647,Lindi,Kilwa,Magengeni,Magengeni,Maji yamlima,14,RN,Sardine,Sardines,Dagaa,NA,NA,NA,NA
18/09/2020,9,SE,2020-09-18T07:50:00Z,2020-09-18T12:15:00Z,4.42,39.23195,-4.79983,Tanga,Mkinga,Zingibari,Petukiza,Kishangani,27,RN,Dagaa,Anchovy,Dagaa mchele,200,2,45.24886878,45.24886878
18/09/2020,9,SE,2020-09-18T07:52:00Z,2020-09-18T12:24:00Z,4.53,40.38447,-10.3485,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MCHATA,21,RN,Dussumieria acuta,Anchovy,Dagaa sime ( simu),80,4,17.66004415,17.66004415
18/09/2020,9,SE,2020-09-18T19:50:00Z,2020-09-19T00:15:00Z,4.42,39.23195,-4.79983,Tanga,Mkinga,Zingibari,Petukiza,Kishangani,27,RN,Dagaa,Anchovy,Dagaa mchele,200,2,45.24886878,45.24886878
19/09/2020,9,SE,2020-09-19T00:30:00Z,2020-09-19T02:30:00Z,2,39.42495,-8.65647,Lindi,Kilwa,Magengeni,Magengeni,Maji ya mlima,14,RN,Dagaa,Anchovy,Dagaa mchele,4500,15,2250,2250
19/09/2020,9,SE,2020-09-19T00:59:00Z,2020-09-19T05:20:00Z,4.35,39.48511,-8.72279,Lindi,Kilwa,Magengeni,Magengeni,Mkaya,12,RN,Dagaa,Anchovy,Dagaa mchele,4500,15,1034.482759,1034.482759
19/09/2020,9,SE,2020-09-19T03:20:00Z,2020-09-19T05:39:00Z,2.32,39.78942,-9.97631,Lindi,Lindi,Benki,Beach,Mwitingi,14,RN,Dagaa,Anchovy,Dagaa mchele,190,19,81.89655172,81.89655172
19/09/2020,9,SE,2020-09-19T07:43:00Z,2020-09-19T12:32:00Z,4.82,40.37644,-10.31507,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,BWANAOGA,24,RN,Sphyraena barracuda,Dermesal,Mzia,200,20,41.49377593,41.49377593
19/09/2020,9,SE,2020-09-19T08:00:00Z,2020-09-19T11:00:00Z,3,39.24338,-4.79894,Tanga,Mkinga,Zingibari,Petukiza,Kishangani,19,RN,Dagaa,Anchovy,Dagaa mchele,300,15,100,100
19/09/2020,9,SE,2020-09-19T11:40:00Z,2020-09-20T01:00:00Z,13.33,39.23112,-4.79672,Tanga,Mkinga,Zingibari,Petukiza,Kichangani,22,RN,Dagaa,Anchovy,Dagaa mchele,100,1,7.501875469,7.501875469
20/09/2020,9,SE,2020-09-20T00:55:00Z,2020-09-20T05:20:00Z,4.42,39.49072,-8.72227,Lindi,Kilwa,Magengeni,Magengeni,Mkaya,12,RN,Dagaa,Anchovy,Dagaa mchele,2880,12,651.5837104,651.5837104
20/09/2020,9,SE,2020-09-20T07:26:00Z,2020-09-20T13:54:00Z,6.47,40.37644,-10.31507,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KIPWA,24,RN,Sphyraena barracuda,Dermesal,Mzia,100,10,15.45595054,15.45595054
20/09/2020,9,SE,2020-09-20T08:00:00Z,2020-09-20T11:00:00Z,3,39.23508,-4.80742,Tanga,Mkinga,Zingibari,Petukiza,Kishangani,19,RN,Dagaa,Anchovy,Dagaa mchele,120,6,40,40
21/09/2020,9,SE,2020-09-21T00:55:00Z,2020-09-21T05:55:00Z,5,39.43987,-8.56729,Lindi,Kilwa,Magengeni,Magengeni,Pwejuu,12,RN,Dagaa,Anchovy,Dagaa mchele,2880,12,576,576
21/09/2020,9,SE,2020-09-21T02:00:00Z,2020-09-21T05:00:00Z,3,40.36176,-10.34617,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KILINDI,7,RN,Dagaa,Anchovy,Dagaa mchele,60,6,20,20
21/09/2020,9,SE,2020-09-21T07:24:00Z,2020-09-21T12:40:00Z,5.27,40.37124,-10.32605,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,CHUMBU YA TENGA,24,RN,Istiophorus platypterus,Tuna,Nduwaro kuti/mbasi,90,2,17.07779886,17.07779886
21/09/2020,9,SE,2020-09-21T08:00:00Z,2020-09-21T11:00:00Z,3,39.24338,-4.79894,Tanga,Mkinga,Zingibari,Petukiza,Mlangoni,19,RN,Dagaa,Anchovy,Dagaa mchele,40,2,13.33333333,13.33333333
21/09/2020,9,SE,2020-09-21T19:00:00Z,2020-09-22T05:00:00Z,10,39.16108,-5.07615,Tanga,Tanga City,Sahare,Kasera,Kwasoka,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,200,10,20,20
22/09/2020,9,SE,2020-09-22T00:50:00Z,2020-09-22T04:00:00Z,3.17,39.42239,-8.5515,Lindi,Kilwa,Magengeni,Magengeni,Peejuu,14,RN,Dagaa,Anchovy,Dagaa mchele,14580,27,4599.369085,4599.369085
23/09/2020,9,SE,2020-09-23T00:40:00Z,2020-09-23T05:20:00Z,4.67,39.43277,-8.64208,Lindi,Kilwa,Magengeni,Magengeni,Jewe,14,RN,Dagaa,Anchovy,Dagaa mchele,9680,22,2072.805139,2072.805139
23/09/2020,9,SE,2020-09-23T07:48:00Z,2020-09-23T12:42:00Z,4.9,40.3119,-10.26792,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,NSMISENDE,24,RN,Dagaa,Anchovy,Dagaa mchele,140,7,28.57142857,28.57142857
23/09/2020,9,SE,2020-09-23T18:30:00Z,2020-09-24T05:00:00Z,10.5,39.15159,-5.09563,Tanga,Tanga City,Sahare,Kasera,Jambe,10,RN,Stolephorus commersonii,Anchovy,Uono mafuta,160,8,15.23809524,15.23809524
24/09/2020,9,SE,2020-09-24T00:50:00Z,2020-09-24T04:50:00Z,4,39.92543,-8.54053,Lindi,Kilwa,Magengeni,Magengeni,Pwejuu,15,RN,Dagaa,Anchovy,Dagaa mchele,3920,14,980,980
24/09/2020,9,SE,2020-09-24T07:16:00Z,2020-09-24T12:13:00Z,4.95,40.3119,-10.26792,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,"NAMISENDE",22,RN,Dagaa,Anchovy,Dagaa mchele,60,6,12.12121212,12.12121212
24/09/2020,9,SE,2020-09-24T19:00:00Z,2020-09-25T05:30:00Z,10.5,39.15918,-5.08665,Tanga,Tanga City,Sahare,Kasera,Jambe,10,RN,Stolephorus commersonii,Anchovy,Uono mafuta,200,10,19.04761905,19.04761905
25/09/2020,9,SE,2020-09-25T00:49:00Z,2020-09-25T05:20:00Z,4.52,39.42045,-8.66088,Lindi,Kilwa,Magengeni,Magengeni,Jewe,13,RN,Dagaa,Anchovy,Dagaa mchele,80,2,17.69911504,17.69911504
25/09/2020,9,SE,2020-09-25T06:42:00Z,2020-09-25T11:28:00Z,4.77,40.37644,-10.31507,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,BWANAOGA,26,RN,Sphyraena barracuda,Dermesal,Mzia,150,15,31.44654088,31.44654088
25/09/2020,9,SE,2020-09-25T19:30:00Z,2020-09-26T05:30:00Z,10,39.15726,-5.09216,Tanga,Tanga City,Sahare,Kasera,Nyuli,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,200,10,20,20
26/09/2020,9,SE,2020-09-26T00:50:00Z,2020-09-26T04:00:00Z,3.17,39.45442,-8.58085,Lindi,Kilwa,Magengeni,Magengeni,Chapachapa,13,RN,Sardine,Sardines,Dagaa,20,1,6.309148265,6.309148265
26/09/2020,9,SE,2020-09-26T06:38:00Z,2020-09-26T11:22:00Z,4.73,40.40156,-10.28732,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MRUNDO,27,RN,Sphyraena barracuda,Dermesal,Mzia,140,14,29.59830867,29.59830867
26/09/2020,9,SE,2020-09-26T19:00:00Z,2020-09-27T05:00:00Z,10,39.1521,-5.09693,Tanga,Tanga City,Sahare,Kasera,Jambe,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,160,8,16,16
27/09/2020,9,SE,2020-09-27T00:45:00Z,2020-09-27T04:35:00Z,3.83,39.44027,-8.70795,Lindi,Kilwa,Magengeni,Magengeni,Amana,14,RN,Sardine,Sardines,Dagaa,NA,NA,NA,NA
27/09/2020,9,SE,2020-09-27T06:41:00Z,2020-09-27T10:22:00Z,3.68,40.40156,-10.28732,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MRUNDO,26,RN,Sphyraena barracuda,Dermesal,Mzia,NA,NA,NA,NA
27/09/2020,9,SE,2020-09-27T19:00:00Z,2020-09-28T06:00:00Z,11,39.15049,-5.08436,Tanga,Tanga City,Sahare,Kasera,Jambe,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,NA,NA,NA,NA
28/09/2020,9,SE,2020-09-28T07:45:00Z,2020-09-28T12:14:00Z,4.48,40.09716,-10.14512,Mtwara,Mtwara Urban,Shangani East,Feri,Mitimilu,20,RN,Auxis rochei,Tuna,Sehewa risasi,52,102,11.60714286,11.60714286
29/09/2020,9,SE,2020-09-29T19:00:00Z,2020-09-30T06:00:00Z,11,39.15895,-5.08632,Tanga,Tanga City,Sahare,Kasera,Jambe,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,NA,NA,NA,NA
30/09/2020,9,SE,2020-09-30T06:32:00Z,2020-09-30T12:24:00Z,5.87,40.49885,-10.37188,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,"NANDISI",21,RN,Sphyraena barracuda,Dermesal,Mzia,500,50,85.17887564,85.17887564
01/10/2020,10,IN,2020-10-01T06:40:00Z,2020-10-01T12:31:00Z,5.85,40.46885,-10.37188,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,"NANDISI",29,RN,Sphyraena barracuda,Dermesal,Mzia,350,35,59.82905983,59.82905983
