tarehe_ya_data,month,season,begin_time,end_time,hours,lon,lat,region,district,kijiji,mwalo_bandari_diko,sehemu_aliyovua_locality,idadi_ya_wavuvi_chomboni,aina_ya_mtego,aina_ya_samaki,Groups,local_name,uzito,idadi,cpue,cpue.check
29/03/2020,3,NE,2020-03-29T08:28:00Z,2020-03-29T11:31:00Z,3.05,39.15806,-4.78489,Tanga,Mkinga,Zingibari,Petukiza,K wamzungu,20,RN,Stolephorus commersonii,Anchovy,NA,80,4,26.2295082,26.2295082
29/03/2020,3,NE,2020-03-29T14:26:00Z,2020-03-30T03:27:00Z,13.02,39.14209,-5.89713,Unguja,Kaskazini A,Mkokotoni,Nungwi,MachuÃ±ngwa,15,GN,Gayogayo,Dermesal,Gayogayo,NA,NA,NA,NA
29/03/2020,3,NE,2020-03-29T17:30:00Z,2020-03-30T05:15:00Z,11.75,39.43709,-8.43122,Lindi,Kilwa,Somanga,Mbuyuni,Mashamba,12,RN,Sardine,Sardines,NA,180,10,15.31914894,15.31914894
29/03/2020,3,NE,2020-03-29T18:17:00Z,2020-03-29T18:17:00Z,0,39.01925,-5.66775,Tanga,Pangani,Kipumbwi,Kipumbwi,Mijimile,22,RN,Etrumeus teres,Anchovy,NA,240,12,Inf,Inf
29/03/2020,3,NE,2020-03-29T18:17:00Z,2020-03-30T06:17:00Z,12,39.01925,-5.66775,Tanga,Pangani,Kipumbwi,Kipumbwi,Mijimile,22,RN,Etrumeus teres,Anchovy,Uono kikwete,240,12,20,20
29/03/2020,3,NE,2020-03-29T19:20:00Z,2020-03-30T04:20:00Z,9,39.72082,-7.78577,Pwani,Mafia,Chunguruma,Tumbuju,Bichi,20,RN,Dagaa,Anchovy,Dagaa mchele,400,20,44.44444444,44.44444444
29/03/2020,3,NE,2020-03-29T19:30:00Z,2020-03-30T05:35:00Z,10.08,39.72085,-7.78577,Pwani,Mafia,Chunguruma,Tumbuju,Bukini,20,RN,Dagaa,Anchovy,Dagaa mchele,400,20,39.68253968,39.68253968
30/03/2020,3,NE,2020-03-30T01:00:00Z,2020-03-30T06:25:00Z,5.42,39.64345,-5.73513,Pemba,Wete,Fundo,Fundo,Bahari kuu,5,SK,Xiphiasgladius spp,Tuna,NA,37,1,6.83076923,6.826568266
30/03/2020,3,NE,2020-03-30T01:31:00Z,2020-03-30T08:29:00Z,6.97,39.17929,-5.7256,Unguja,Kaskazini A,Mkokotoni,Nungwi,Kwamwana chini,16,GN,Mackerel(scomber),Mackerel,Kibua,40,2,5.738880918,5.738880918
30/03/2020,3,NE,2020-03-30T07:30:00Z,2020-03-31T14:11:00Z,30.68,39.46066,-8.41538,Lindi,Kilwa,Somanga,Mbuyuni,Ukuza,14,RN,Auxis thazard,Tuna,NA,72,6,2.346550788,2.346805737
30/03/2020,3,NE,2020-03-30T08:34:00Z,2020-03-30T14:15:00Z,5.68,39.03112,-6.40435,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Changohela,23,RN,Decapterus kurroides,Mackerel,NA,NA,NA,0,NA
30/03/2020,3,NE,2020-03-30T08:37:00Z,2020-03-30T14:35:00Z,5.97,40.34677,-10.34314,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,BWANAOGA,20,RN,Sphyraena barracuda,Dermesal,NA,100,10,16.75977654,16.75041876
30/03/2020,3,NE,2020-03-30T18:00:00Z,2020-03-31T06:00:00Z,12,39.28672,-8.39087,Lindi,Kilwa,Somanga,Mbuyuni,Machange,15,RN,Sardine,Sardines,NA,300,12,25,25
30/03/2020,3,NE,2020-03-30T18:44:00Z,2020-03-31T04:52:00Z,10.13,39.393,-5.673217,Tanga,Pangani,Kipumbwi,Kipumbwi,Mijimile,22,RN,Etrumeus teres,Anchovy,NA,460,23,45.39473686,45.40967423
30/03/2020,3,NE,2020-03-30T18:44:00Z,2020-03-31T04:52:00Z,10.13,39.393,-5.673217,Tanga,Pangani,Kipumbwi,Kipumbwi,Mijimile,22,RN,Etrumeus teres,Anchovy,Uono kikwete,460,23,45.40967423,45.40967423
31/03/2020,3,NE,2020-03-31T07:46:00Z,2020-03-31T08:54:00Z,1.13,40.34677,-10.34314,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,SADIKI,17,RN,Caranx tille,Caranx,NA,500,50,441.1764707,442.4778761
31/03/2020,3,NE,2020-03-31T07:46:00Z,2020-03-31T08:54:00Z,1.13,40.34677,-10.34314,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,SADIKI,17,RN,Caranx tille,Caranx,NA,500,100,441.1764707,442.4778761
31/03/2020,3,NE,2020-03-31T17:40:00Z,2020-04-01T06:41:00Z,13.02,39.02624,-5.85482,Unguja,Kaskazini A,Mkokotoni,Nungwi,Mkwaja,15,GN,Dussumieria acuta,Anchovy,Dagaa sime ( simu),180,9,13.82488479,13.82488479
31/03/2020,3,NE,2020-03-31T18:25:00Z,2020-04-01T04:27:00Z,10.03,39.03843,-5.674133,Tanga,Pangani,Kipumbwi,Kipumbwi,Mijimile,22,RN,Etrumeus teres,Anchovy,NA,440,22,43.85382061,43.86839482
31/03/2020,3,NE,2020-03-31T18:25:00Z,2020-04-01T04:27:00Z,10.03,39.03843,-5.674133,Tanga,Pangani,Kipumbwi,Kipumbwi,Mijimile,22,RN,Etrumeus teres,Anchovy,Uono kikwete,440,22,43.86839482,43.86839482
31/03/2020,3,NE,2020-03-31T19:30:00Z,2020-04-01T06:00:00Z,10.5,39.66211,-5.32115,Pemba,Pemba Kusini,Mbuyuni,Ngazini,Wambaa,16,RN,Atule mate,Mackerel,NA,60,3,5.714285714,5.714285714
31/03/2020,3,NE,2020-03-31T19:30:00Z,2020-04-01T06:00:00Z,10.5,39.66211,-5.32115,Pemba,Pemba Kusini,Mbuyuni,Ngazini,Wambaa,16,RN,Loligo spp,Others,NA,80,4,7.619047619,7.619047619
31/03/2020,3,NE,2020-03-31T20:15:00Z,2020-04-01T05:15:00Z,9,39.12928,-5.08759,Tanga,Tanga City,Sahare,Kasera,Kiboyani,16,RN,Dussumieria acuta,Anchovy,NA,80,4,8.888888889,8.888888889
01/04/2020,4,IN,2020-04-01T06:30:00Z,2020-04-01T10:25:00Z,3.92,39.24027,-6.30317,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Pungume,26,RN,Sardine,Sardines,NA,200,10,51.06382978,51.02040816
01/04/2020,4,IN,2020-04-01T07:57:00Z,2020-04-01T11:43:00Z,3.77,40.346773,-10.34314,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,SADIKI,14,RN,Coryphaena ssp,Tuna,NA,NA,NA,0,NA
01/04/2020,4,IN,2020-04-01T08:15:00Z,2020-04-01T12:05:00Z,3.83,40.3392,-10.33543,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,HALFANI,19,RN,Coryphaena ssp,Tuna,NA,200,10,52.17391305,52.21932115
01/04/2020,4,IN,2020-04-01T08:15:00Z,2020-04-01T12:05:00Z,3.83,40.3392,-10.33543,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,HALFANI,19,RN,Coryphaena ssp,Tuna,NA,200,10,52.17391305,52.21932115
01/04/2020,4,IN,2020-04-01T10:48:00Z,2020-04-01T12:48:00Z,2,39.27837,-5.69125,Unguja,Kaskazini A,Mkokotoni,Nungwi,Mnarani,16,GN,Mackerel(scomber),Mackerel,Kibua,140,7,70,70
01/04/2020,4,IN,2020-04-01T18:15:00Z,2020-04-02T04:32:00Z,10.28,39.04068,-5.673583,Tanga,Pangani,Kipumbwi,Kipumbwi,Mijimile,22,RN,Etrumeus teres,Anchovy,NA,20,1,1.944894652,1.945525292
01/04/2020,4,IN,2020-04-01T18:15:00Z,2020-04-02T04:32:00Z,10.28,39.04068,-5.673583,Tanga,Pangani,Kipumbwi,Kipumbwi,Mijimile,22,RN,Etrumeus teres,Anchovy,Uono kikwete,20,1,1.945525292,1.945525292
01/04/2020,4,IN,2020-04-01T19:00:00Z,2020-04-02T06:00:00Z,11,39.66211,-5.32112,Pemba,Pemba Kusini,Mbuyuni,Ngazini,Wambaa,16,RN,Atule mate,Mackerel,NA,80,4,7.272727273,7.272727273
01/04/2020,4,IN,2020-04-01T19:00:00Z,2020-04-02T06:00:00Z,11,39.66211,-5.32115,Pemba,Pemba Kusini,Mbuyuni,Ngazini,Wambaa,16,RN,Loligo spp,Others,NA,20,1,1.818181818,1.818181818
01/04/2020,4,IN,2020-04-01T21:09:00Z,2020-04-02T08:09:00Z,11,39.68191667,-7.836233333,Pwani,Mafia,Kilindoni,Kilindoni,Mfuluni,17,RN,Sardine,Sardines,NA,40,2,3.636363636,3.636363636
01/04/2020,4,IN,2020-04-01T21:20:00Z,2020-04-02T06:03:00Z,8.72,39.61023333,-7.908333333,Pwani,Mafia,Kilindoni,Kilindoni,Mfuluni,17,RN,Sardine,Sardines,NA,500,25,57.36137667,57.33944954
01/04/2020,4,IN,2020-04-01T21:20:00Z,2020-04-02T06:03:00Z,8.72,39.36614,-7.545,Pwani,Mafia,Kilindoni,Kilindoni,Mfuluni,17,RN,Dagaa,Anchovy,Dagaa mchele,500,25,57.33944954,57.33944954
02/04/2020,4,IN,2020-04-02T07:52:00Z,2020-04-02T13:36:00Z,5.73,40.40083,-10.34656,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MLAMBA,14,RN,Caranx tille,Caranx,NA,256,32,44.65116279,44.67713787
02/04/2020,4,IN,2020-04-02T08:14:00Z,2020-04-02T12:05:00Z,3.85,40.3392,-10.33543,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,HALFANI,19,RN,Coryphaena ssp,Tuna,NA,200,10,51.94805195,51.94805195
02/04/2020,4,IN,2020-04-02T18:12:00Z,2020-04-03T00:12:00Z,6,39.17567,-5.80552,Unguja,Kaskazini A,Mkokotoni,Nungwi,Milamgo  ya meli,15,GN,Dussumieria acuta,Anchovy,Dagaa sime ( simu),120,6,20,20
02/04/2020,4,IN,2020-04-02T19:10:00Z,2020-04-03T04:50:00Z,9.67,39.64441,-7.7711,Pwani,Mafia,Chunguruma,Tumbuju,Ali jiji,20,RN,Dagaa,Anchovy,Dagaa mchele,800,40,82.73009307,82.73009307
02/04/2020,4,IN,2020-04-02T19:30:00Z,2020-04-03T05:30:00Z,10,39.66764,-5.31253,Pemba,Pemba Kusini,Mbuyuni,Ngazini,Rasini,16,RN,Atule mate,Mackerel,NA,80,4,8,8
03/04/2020,4,IN,2020-04-03T03:18:00Z,2020-04-03T10:18:00Z,7,39.18871,-5.71321,Unguja,Kaskazini A,Mkokotoni,Nungwi,Nungwi,23,GN,Mackerel(scomber),Mackerel,Kibua,600,30,85.71428571,85.71428571
03/04/2020,4,IN,2020-04-03T07:00:00Z,2020-04-03T10:00:00Z,3,39.31244,-6.78394,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Boyani,35,RN,Sardine,Sardines,NA,160,8,53.33333333,53.33333333
03/04/2020,4,IN,2020-04-03T08:44:00Z,2020-04-03T13:15:00Z,4.52,40.39243,-10.27424,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,RASI YA MOA,16,RN,Sphyraena barracuda,Dermesal,NA,20,2,4.42804428,4.424778761
03/04/2020,4,IN,2020-04-03T08:44:00Z,2020-04-03T13:15:00Z,4.52,40.39243,-10.27424,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,RASI YA MOA,16,RN,Sphyraena barracuda,Dermesal,NA,20,2,4.42804428,4.424778761
03/04/2020,4,IN,2020-04-03T11:15:00Z,2020-04-03T12:30:00Z,1.25,39.34877,-4.82381,Tanga,Mkinga,Zingibari,Petukiza,Kioleo,28,RN,Caranx tille,Caranx,NA,100,10,80,80
03/04/2020,4,IN,2020-04-03T19:45:00Z,2020-04-04T06:15:00Z,10.5,39.61023333,-7.908333333,Pwani,Mafia,Kilindoni,Kilindoni,Fungu Ngombe,17,RN,Sardine,Sardines,NA,800,40,76.19047619,76.19047619
03/04/2020,4,IN,2020-04-03T19:45:00Z,2020-04-04T06:15:00Z,10.5,39.36614,-5.07545,Pwani,Mafia,Kilindoni,Kilindoni,Fungu Ngombe,17,RN,Dagaa,Anchovy,Dagaa mchele,800,40,76.19047619,76.19047619
04/04/2020,4,IN,2020-04-04T05:00:00Z,2020-04-04T06:00:00Z,1,39.24747,-4.74743,Tanga,Mkinga,Zingibari,Petukiza,Kwamzungu,14,RN,Dussumieria acuta,Anchovy,NA,80,4,80,80
04/04/2020,4,IN,2020-04-04T08:30:00Z,2020-04-04T09:55:00Z,1.42,40.34434,-10.28078,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KIPWA,17,RN,Sardine,Sardines,NA,100,5,70.58823528,70.42253521
04/04/2020,4,IN,2020-04-04T08:42:00Z,2020-04-04T12:37:00Z,3.92,40.39243,-10.27424,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,RASI YA MOA,19,RN,Dussumieria acuta,Anchovy,NA,170,17,43.40425532,43.36734694
04/04/2020,4,IN,2020-04-04T19:20:00Z,2020-04-05T06:50:00Z,11.5,39.61023333,-7.908333333,Pwani,Mafia,Kilindoni,Kilindoni,Fungungombe,16,RN,Rastrelliger faughni,Mackerel,NA,400,20,34.7826087,34.7826087
04/04/2020,4,IN,2020-04-04T19:20:00Z,2020-04-05T06:50:00Z,11.5,39.36614,-5.07545,Pwani,Mafia,Kilindoni,Kilindoni,Fungungombe,16,RN,Rastrelliger faughni,Mackerel,Kibua maji(mboni),400,20,34.7826087,34.7826087
05/04/2020,4,IN,2020-04-05T19:00:00Z,2020-04-05T02:49:00Z,-16.18,39.20105,-4.89371,Tanga,Mkinga,Zingibari,Petukiza,Funguni,41,RN,Amblygaster sirm,Anchovy,NA,400,20,51.17270789,-24.72187886
05/04/2020,4,IN,2020-04-05T19:00:00Z,2020-04-06T05:30:00Z,10.5,39.66108,-5.06474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,400,20,38.0952381,38.0952381
05/04/2020,4,IN,2020-04-05T19:30:00Z,2020-04-06T08:25:00Z,12.92,39.9517,-5.0745065,Pwani,Mafia,Kilindoni,Kilindoni,Chini,17,RN,Dagaa,Anchovy,Dagaa mchele,2000,100,154.7987616,154.7987616
05/04/2020,4,IN,2020-04-05T19:32:00Z,2020-04-06T06:18:00Z,10.77,40.37954,-10.30998,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KITELELA,23,RN,Dussumieria acuta,Anchovy,NA,250,25,23.21981423,23.21262767
05/04/2020,4,IN,2020-04-05T19:32:00Z,2020-04-06T06:18:00Z,10.77,40.37954,-10.30998,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KITELELA,23,RN,Dussumieria acuta,Anchovy,NA,250,25,23.21981423,23.21262767
06/04/2020,4,IN,2020-04-06T07:15:00Z,2020-04-06T11:30:00Z,4.25,40.33109,-10.3342,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KIWALE,18,RN,Dussumieria acuta,Anchovy,NA,150,10,35.29411765,35.29411765
06/04/2020,4,IN,2020-04-06T18:30:00Z,2020-04-07T05:30:00Z,11,39.66108,-5.064474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,160,8,14.54545455,14.54545455
06/04/2020,4,IN,2020-04-06T23:42:00Z,2020-04-07T05:26:00Z,5.73,40.37448,-10.31507,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,BWANAOGA,19,RN,Dussumieria acuta,Anchovy,NA,105,10,18.31395349,18.32460733
07/04/2020,4,IN,2020-04-07T05:45:00Z,2020-04-07T09:28:00Z,3.72,39.26648,-6.71996,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Bongoyo,55,RN,Sardine,Sardines,NA,200,10,53.81165919,53.76344086
07/04/2020,4,IN,2020-04-07T06:10:00Z,2020-04-07T09:20:00Z,3.17,39.2671,-6.72142,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Bongoyo,55,RN,Sardine,Sardines,NA,100,5,31.57894737,31.54574132
07/04/2020,4,IN,2020-04-07T07:12:00Z,2020-04-07T11:27:00Z,4.25,40.37448,-10.31507,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,BWANAOGA,26,RN,Dussumieria acuta,Anchovy,NA,170,10,40,40
07/04/2020,4,IN,2020-04-07T07:30:00Z,2020-04-07T11:30:00Z,4,39.22413,-4.74185,Tanga,Mkinga,Zingibari,Petukiza,Mnyahani,21,RN,Dussumieria acuta,Anchovy,NA,60,3,15,15
07/04/2020,4,IN,2020-04-07T07:30:00Z,2020-04-07T11:30:00Z,4,39.26768,-4.74897,Tanga,Mkinga,Zingibari,Petukiza,Bunju,19,RN,Dussumieria acuta,Anchovy,NA,500,50,125,125
07/04/2020,4,IN,2020-04-07T07:30:00Z,2020-04-07T11:00:00Z,3.5,39.24747,-4.75915,Tanga,Mkinga,Zingibari,Petukiza,Bunju,20,RN,Dussumieria acuta,Anchovy,NA,500,50,142.8571429,142.8571429
07/04/2020,4,IN,2020-04-07T08:30:00Z,2020-04-07T12:30:00Z,4,39.24613,-4.75915,Tanga,Mkinga,Zingibari,Petukiza,Puju,20,RN,Dussumieria acuta,Anchovy,NA,200,10,50,50
07/04/2020,4,IN,2020-04-07T08:31:00Z,2020-04-07T11:45:00Z,3.23,39.15807,-4.78487,Tanga,Mkinga,Zingibari,Petukiza,Kipwani,16,RN,Stolephorus commersonii,Anchovy,NA,400,20,123.7113402,123.8390093
07/04/2020,4,IN,2020-04-07T08:35:00Z,2020-04-07T13:48:00Z,5.22,39.15806,-4.78489,Tanga,Mkinga,Zingibari,Petukiza,Kichañgani,16,RN,Mackerel(scomber),Mackerel,NA,80,4,15.33546326,15.3256705
07/04/2020,4,IN,2020-04-07T08:47:00Z,2020-04-07T13:49:00Z,5.03,39.15806,-4.78488,Tanga,Mkinga,Zingibari,Petukiza,Kipwani,17,RN,Stolephorus commersonii,Anchovy,NA,300,15,59.60264901,59.64214712
07/04/2020,4,IN,2020-04-07T09:06:00Z,2020-04-07T12:04:00Z,2.97,39.15807,-4.78487,Tanga,Mkinga,Zingibari,Petukiza,Kipwani,17,RN,Sardine,Sardines,NA,120,6,40.4494382,40.4040404
07/04/2020,4,IN,2020-04-07T11:00:00Z,2020-04-07T13:00:00Z,2,39.24747,-4.74743,Tanga,Mkinga,Zingibari,Petukiza,Bunju,20,RN,Dussumieria acuta,Anchovy,NA,500,50,250,250
07/04/2020,4,IN,2020-04-07T19:00:00Z,2020-04-08T05:30:00Z,10.5,39.66108,-5.064474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,500,25,47.61904762,47.61904762
07/04/2020,4,IN,2020-04-07T20:02:00Z,2020-04-08T08:25:00Z,12.38,39.34521,-7.42993,Pwani,Mafia,Kilindoni,Kilindoni,Gulani,17,RN,Dagaa,Anchovy,Dagaa mchele,1500,75,121.1631664,121.1631664
08/04/2020,4,IN,2020-04-08T08:30:00Z,2020-04-08T11:50:00Z,3.33,39.21603,-4.75911,Tanga,Mkinga,Zingibari,Petukiza,Mwezi,17,RN,Decapterus russelli,Mackerel,NA,10,5,3,3.003003003
08/04/2020,4,IN,2020-04-08T08:30:00Z,2020-04-08T11:30:00Z,3,39.2144,-4.79157,Tanga,Mkinga,Zingibari,Petukiza,Mwezi,17,RN,Decapterus russelli,Mackerel,NA,10,7,3.333333333,3.333333333
08/04/2020,4,IN,2020-04-08T09:00:00Z,2020-04-08T11:30:00Z,2.5,39.22005,-4.82044,Tanga,Mkinga,Zingibari,Petukiza,Mwezi,18,RN,Rastrelliger kanagurta,Mackerel,NA,10,6,4,4
08/04/2020,4,IN,2020-04-08T09:30:00Z,2020-04-08T12:00:00Z,2.5,39.24747,-4.74743,Tanga,Mkinga,Zingibari,Petukiza,Mwezi,16,RN,Dussumieria acuta,Anchovy,NA,200,10,80,80
08/04/2020,4,IN,2020-04-08T10:05:00Z,2020-04-08T11:55:00Z,1.83,39.15805,-4.78489,Tanga,Mkinga,Zingibari,Petukiza,Lawanda,18,RN,Sardine,Sardines,NA,50,5,27.27272728,27.32240437
08/04/2020,4,IN,2020-04-08T18:49:00Z,2020-04-05T05:00:00Z,-85.82,39.34877,-4.82381,Tanga,Mkinga,Zingibari,Petukiza,Koleo,41,RN,Caranx tille,Caranx,NA,25,9,2.454991817,-0.291307388
08/04/2020,4,IN,2020-04-08T19:00:00Z,2020-04-09T05:30:00Z,10.5,39.66108,-5.6474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,120,6,11.42857143,11.42857143
08/04/2020,4,IN,2020-04-08T19:15:00Z,2020-04-09T05:30:00Z,10.25,39.57535,-7.71655,Pwani,Mafia,Kilindoni,Kilindoni,Golani,16,RN,Sardine,Sardines,NA,678,678,66.14634146,66.14634146
08/04/2020,4,IN,2020-04-08T19:15:00Z,2020-04-09T05:30:00Z,10.25,39.34521,-7.42993,Pwani,Mafia,Kilindoni,Kilindoni,Golani,16,RN,Dagaa,Anchovy,Dagaa mchele,13560,678,1322.926829,1322.926829
08/04/2020,4,IN,2020-04-08T23:30:00Z,2020-04-09T03:29:00Z,3.98,39.25824,-6.69741,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Bongoyo,55,RN,Sardine,Sardines,NA,200,10,50.20920503,50.25125628
09/04/2020,4,IN,2020-04-09T01:00:00Z,2020-04-09T05:00:00Z,4,39.34877,-4.82381,Tanga,Mkinga,Zingibari,Petukiza,Koleo,41,RN,Dussumieria acuta,Anchovy,NA,100,10,25,25
09/04/2020,4,IN,2020-04-09T08:31:00Z,2020-04-09T11:34:00Z,3.05,40.37954,-10.30998,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KITELELA,25,RN,Sphyraena barracuda,Dermesal,NA,NA,NA,0,NA
09/04/2020,4,IN,2020-04-09T08:31:00Z,2020-04-09T11:34:00Z,3.05,40.37954,-10.30998,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KITELELA,25,RN,Sphyraena barracuda,Dermesal,NA,NA,NA,0,NA
09/04/2020,4,IN,2020-04-09T17:30:00Z,2020-04-09T19:00:00Z,1.5,39.66108,-5.6474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,540,27,360,360
09/04/2020,4,IN,2020-04-09T20:22:00Z,2020-04-10T05:45:00Z,9.38,39.57535,-7.70655,Pwani,Mafia,Kilindoni,Kilindoni,Golani,18,RN,Sardine,Sardines,NA,825,825,87.92184725,87.95309168
09/04/2020,4,IN,2020-04-09T20:22:00Z,2020-04-10T05:45:00Z,9.38,39.34521,-7.42393,Pwani,Mafia,Kilindoni,Kilindoni,Golani,18,RN,Dagaa,Anchovy,Dagaa mchele,22,825,2.345415778,2.345415778
09/04/2020,4,IN,2020-04-09T23:30:00Z,2020-04-09T03:00:00Z,-20.5,39.25703,-6.69632,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Bongoyo,55,RN,Sardine,Sardines,NA,200,10,57.14285714,-9.756097561
10/04/2020,4,IN,2020-04-10T07:39:00Z,2020-04-10T13:12:00Z,5.55,40.40083,-10.34656,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MLAMBA,23,RN,Dussumieria acuta,Anchovy,NA,350,10,63.06306306,63.06306306
10/04/2020,4,IN,2020-04-10T07:39:00Z,2020-04-10T13:12:00Z,5.55,40.40083,-10.34656,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MLAMBA,23,RN,Dussumieria acuta,Anchovy,NA,350,10,63.06306306,63.06306306
10/04/2020,4,IN,2020-04-10T19:00:00Z,2020-04-11T05:30:00Z,10.5,39.66108,-5.6474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,600,30,57.14285714,57.14285714
10/04/2020,4,IN,2020-04-10T20:35:00Z,2020-04-11T05:44:00Z,9.15,39.54195,-7.751083333,Pwani,Mafia,Kilindoni,Kilindoni,Chiui,17,RN,Sardine,Sardines,NA,840,35,91.80327869,91.80327869
10/04/2020,4,IN,2020-04-10T20:35:00Z,2020-04-11T05:44:00Z,9.15,39.92517,-5.0745065,Pwani,Mafia,Kilindoni,Kilindoni,Chiui,17,RN,Dagaa,Anchovy,Dagaa mchele,24,35,2.62295082,2.62295082
10/04/2020,4,IN,2020-04-10T23:30:00Z,2020-04-10T03:03:00Z,-20.45,39.24805,-6.72599,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Bongoyo,52,RN,Sardine,Sardines,NA,100,5,28.16901408,-4.88997555
10/04/2020,4,IN,2020-04-10T23:30:00Z,2020-04-10T03:02:00Z,-20.47,39.24805,-6.72599,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Bongoyo,52,RN,Sardine,Sardines,NA,100,5,28.3018868,-4.885197851
10/04/2020,4,IN,2020-04-10T23:30:00Z,2020-04-11T04:06:00Z,4.6,39.25634,-6.73918,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Bongoyo,54,RN,Sardine,Sardines,NA,200,10,43.47826087,43.47826087
11/04/2020,4,IN,2020-04-11T08:30:00Z,2020-04-11T11:25:00Z,2.92,40.33109,-10.3342,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,MAKONGWA,14,RN,Encrasicholina heteroloba,Anchovy,NA,200,10,68.57142856,68.49315068
11/04/2020,4,IN,2020-04-11T19:00:00Z,2020-04-12T05:30:00Z,10.5,39.66108,-5.6474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,80,4,7.619047619,7.619047619
12/04/2020,4,IN,2020-04-12T19:00:00Z,2020-04-13T05:30:00Z,10.5,39.66108,-5.6474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,300,15,28.57142857,28.57142857
16/04/2020,4,IN,2020-04-16T06:00:00Z,2020-04-16T11:00:00Z,5,39.47651,-8.51073,Lindi,Kilwa,Kivinje,Magengeni,Pumbavu,12,RN,Sardine,Sardines,NA,60,3,12,12
16/04/2020,4,IN,2020-04-16T19:17:00Z,2020-04-17T02:31:00Z,7.23,38.9764,-5.7745,Tanga,Pangani,Kipumbwi,Kipumbwi,Sange juu,22,RN,Etrumeus teres,Anchovy,NA,180,9,24.88479263,24.89626556
16/04/2020,4,IN,2020-04-16T19:17:00Z,2020-04-17T02:31:00Z,7.23,38.9764,-5.7745,Tanga,Pangani,Kipumbwi,Kipumbwi,Sange juu,22,RN,Etrumeus teres,Anchovy,Uono kikwete,180,9,24.89626556,24.89626556
17/04/2020,4,IN,2020-04-17T09:09:00Z,2020-04-17T11:35:00Z,2.43,39.15807,-4.78488,Tanga,Mkinga,Zingibari,Petukiza,Koleo,15,RN,Mackerel(scomber),Mackerel,NA,400,4,164.3835617,164.6090535
17/04/2020,4,IN,2020-04-17T19:17:00Z,2020-04-18T05:21:00Z,10.07,39.09782,-5.7163,Tanga,Pangani,Kipumbwi,Kipumbwi,Mkwaja,22,RN,Sphyrna lewini,Dermesal,Papa pengusi / pinguuso,NA,NA,NA,NA
21/04/2020,4,IN,2020-04-21T18:48:00Z,2020-04-22T02:19:00Z,7.52,39.15952,-5.784,Tanga,Pangani,Kipumbwi,Kipumbwi,Sange juu,20,RN,Etrumeus teres,Anchovy,NA,1020,51,135.6984479,135.6382979
